tweet,label
 rt mleew17 boy dats coldtyga dwn bad for cuffin dat hoe in the 1st place,0
my bitches pop that pussypop that gum and pop pills,0
this white bitch had the fuckin nerve to call me a nigga128078 when shes the one payin for her lips to get bigga128514128564,1
kiefferjason and you got that pussy in your bllod,0
aryanliving welcome to the movement anyone who gets even minor publicity is a queer fed or jew well according to the internet,1
switcheroo on yo main bitch me and my nigga hell naw we dont date hoes,0
this could be my last breathima take my time cause ima go out the same way i came inright by the pussy with nothin on my mind,0
rt cooliegbe300 its 2014 amp you niggas still runnin round sayin yall dont eat pussy yall must be suckin dick,1
8220glitteredinpink west305 you like 58 you needs to82211 you a hoe 2 im 510breaking11 3suck my dick,1
vexda go jerk off to lollis faggot,1
8220mj2307 1bcarter or hes eating it cuz hes with a women who just cant cook 1285868221then u gotta get rid of that hoe,0
which one of you hoes then downloaded that jailmail app,0
rt xdalovelytishai most of these niggas go broke for these hoes,1
kiefferjason zachsmith98 nathanndevlin so why the fuck are still talking shit you acting like a pussy ass nigga,1
if the servers for black ops 2 acts gay today this is my bitch fo the nite httptco8rbdheia,0
lmao slow new day for madonna fans huh collaborating with siri haha that sounds retarded so she may oray not use a sound sample,0
genuinemitzi nonvictional fags,1
im just upset they got faggots on this show,1
miley cyrus went from a a singer who had her tv show to a stripper who cant rapshe need a big ass and tiddy and she will be dat bitch,0
taylorlynn15 hey it works most people hate me for it but as long as im still happy they can bitch all they want 128514128077,0
the bitch coach said she didnt like my attitude,0
yeah im livin right these bitches dead wrong,0
fuck all that talking bitch y u got my name in to mouth,0
jason admitted youre a stuck up bitch lol which you are think youre so much better than everycunt naaaaa,1
rt aychmoore most teachers abuse their position theres teaching with discipline and theres being a cunt most are cunts,1
if you aint sucking dick why you sitting there with puckered lips thats collagen muhfuckin bitch,0
rt sportscenter jadeveon clowney tops melkiperespns latest mock draft hes a once every 15 to 20 year guy 187 httptcof9nzpbbvrp,0
8220friendlyassh0le you fat bitches needa stop biting your lips when you take pictures yall look hungry not sexy8221128514128514128588,0
sophiero3 if only there was a medal for that we hate fags but we wont kill them medal thank u for the privilege to let fags live,1
michael sam being cut further proves that we fags dont belong in football or nfl it is a heterosexual sport for heterosexuals,1
im obviously not talking about cod because that game is for queers,1
yall bitches need to sandos,0
rt lexgedddit just got 11 in flappy bird holy shit,0
joltng niger,1
he prolly gone laugh n say this bitch crazy 128514128514,0
this girl is retarded,1
tayscalf if you aint with someone you can still sleep around be a hoe and not the cheatin,0
why they playing trash on espn right now,0
oskzilla fuck you fag,1
rt kinghorsedick nowadays if u have a threesome with these new generation bitches that one hoe gonna go tell everybody she fucked both 8230,0
jedziggler i say it all the time same with fag and queer its all about the context i suppose some people are just looking to get offended,0
englandlauren iain4harrison oliviaboncic sprite hoe,0
frankiejgrande fugly queer white trash,1
8220sukasuiti uceina nawwww if you a hoe you sittin on the floor and not my damn couuuuuch128131 but your birthday is in feb or naa8221 nope,0
fucking with these hoes nigga dont be no dumby,1
this bitch is so annoying128530128530,0
1personidbitchslap khamruz fa blowin my tl up like a bitches spare tire leavin dairy queen,0
rt sammiboyden fucking james tried to tell me jawga boys sucked i went ape shit dude savanigga officialdthrash jawgaboyz,1
stoni is a fuckin queer,1
say its all about the hoes when its all about ou even when im with my hoes i tell em all about you,0
delete now you bitch ass nigga rt quannyquan if the redskins beat us i will delete my fucking ig,1
garner412 heyyyyyyyyyyy fag boy am i gonna watch you play,1
8220freddiegibbs tea bag a bitch8221 pahahaha,1
yo bitch ass needs to boss the fuck up,1
dswizzle3 bitch your unknown u dont have a mixtape and you damn sure cant rap u couldnt rap if your life depend on it,0
yall wake tf up yall are pussies its summer time turn tf up,0
i remember when bitches wouldnt let a nigga fuck for like 3 months now its 3 days or so,0
mimistheone stop trolling me u creepy ass cracker,1
cant trust niggas when it come to bitches,1
when you see margiefaye about to fight a bitch  httptcokzonqkfvtb,0
dis broad done tagged dis nicca n a video of his sis giving dome  tragic,1
faggot ass bitch nigga,1
drfreezeburnn daithidenogla i just learned how many retards you can find when you search trending topics,1
elprietito lovexlilyy them jigaboos aka homewreckers needs to get blocked,1
rt runeshashamia drunk inlove with my gun bae bitch beyonc233 128520128527,0
rt coleycee lt new avi me ampamp my two yellow bitches nofakingg amp lilaerii ,0
them queer ass shorts rabchenko got on,1
rt clicquotsuave perfect visionme my niggs mas hoes mas clicquot mas dom p mas moet my type of party blasting out a cali condo,0
jrise88 ganderson4 what do you want fag,1
ion care fuck that hoe 999665039,1
djweezlove not what i said  i want a dj to mix the track regardless for their own use  the video gon be dumb retarded with the reg versi,0
rt relentiessness this bitch thought she could cut my dick off httptcogbr2yv669y,0
been sleeping toooooo much fuck it ima enjoy it before i start working 2 jobs like a hoe haha,0
im starting to not like meek this nig a lil to arrogant for me,1
rt cuhcuhcuh if the pussy not fartin u not fuccin right cuh,0
know why the ultimate warrior died god loves fag toosoon  he was an antigay crusader so a little light jokes are necessary,1
devilfzyq devilelyie tehdevilclan shut up fag,1
rt grecojoel me lets try a 2nd attempt of my first day of workthe cold haha yeah right i fucked your car and your bitch,0
rt salomanizor too many faggots on here that think they can address me by my first name,1
ilovemytroops senatortimscott i see so you feel betrayed your racism comes out shocked you didnt call him uncle tom you bitter loser,0
when rappers say twat it makes me feel weird 128514128514128514128557,0
rt maycie32 whitecholo23 np big nig nig,0
jaimescudi fucking bitch,0
lexiluckersykes some white bitch on facebook lol,0
i dare a bitch to key my truck 128530128298,0
rt losbeonit anyone and everyone can have my ex fuck that hoe,0
atspace your 2 and 3 nigga them hoes suck wayans brothers are not funny at all jamie foxx should be number 2,1
8220callmegb brittnaomi lmao rt elepicoru tempted to send this httptcoouc9ke3scn fuckin hoe lmao8221128557128557,0
rt nowthatsfresh eddy murphythe first celebrity to be spotted in public with a durag and a white bitch monumental duraghistoryweek h8230,0
which expendable player can we put in with the sole objective of breaking beverleys jaw,0
djchubbeswagg this like a retarded wutang clan,1
jrise88 ganderson4 what do you want fag,1
goldwhippp faggots old people people who cant drive drunk people,1
ill keep all comments to myself about tho ill just laugh about it with my nigs,0
a bitch can have two black eyes bloody lip scalp bleeding bruises and a broken arm and still be like but i love him lmao,0
rt bleacherreport video derek jeter hits a walkoff single on his final atbat at yankee stadium httptcojm4biagxu8 httptco3cij8230,0
women who are feminist are the ugly bitches who cant find a man for themselves,1
dey selling liquor drinks in dis bitch too 128514128514,0
cant be a major nigga with a minor hoe,0
frankthefob ok u hav gun i love you and you are my superior at fighting games and you probably get more bitches too peace 9996,0
rt killallsimps miley cyrus pussy probably taste like wet dog she has a negative ass and the bitch looks like justin bieber she so ove8230,1
8220nigggapino splash onna bitch wednesday tomorrow8221,0
zlyouell spongebobvlnes dyke ron128109128111128514,0
royallykate so says the one who fills an empty hole inside herself by worshiping a royal who 4 all u kno may be a raging snotty bitch,0
rt thatboyado tonykivarkis atoma87 lmao yall some fags httptcomn0tf3dgo7,0
jeffhank lgreiner3 raycewarden bigjohnstudd shut up nigger,1
good morning coons,1
twice divorced teabagger florida attorney general says marriage is reserved for stable enduring family units httptco9zwr3o33iu wtf,1
one mans trash is another mans wife,0
i swear aint nothing worse than a bad bitch that lost it,0
faggots httptcodmkbghai1z,1
8220kittyhello14 imyungjay 127850127850127850127850127850 bitch ass nigga fuck you  1280791280791280791280791280791280771280771280771280771280778221 lt these hoes aint got no manners realtalk,1
andsss cool cool fuck wit u too nicca,0
rt dril night time falls im corie latin now a man of intrigue i place a bird feather into my glass of scotch and i never do posts ab8230,0
milfmob yopapichulo fight me you fucking obese niglet,1
watchscenario yeah so you better play with me ya nigger,1
meaghanyockey doltyourselfs annacoman thanks for saying hi today bitch,0
8220iamkrause no need to thank me killing niggers is its own reward8221 dis my pal from our graduation when we was 26,1
dat bitch gotta lay on her back to pee httpstcopsf2q4wuqs,0
8220waymoflydenu why yall think its ok to be faggots8221 and want us to be cool with them,1
 i aint trippen off you no mo 10412049995 i done dropped you 1043360 knocked 4owe 1043359 i could neva be a foo for a hoe 10433571043357 i put httptcogaielrpdik,0
princesslexii16 fucking coon,1
chill rt phillytheboss if i ever become president imma ban henny from america for a day just to see you negroes panic gotcha bitch,1
animeking420 fight me 1 on 1 ur choice of game faggot see what happens,1
kiefferjason nigga what i was talking bout after school or when ever your choice bitch,0
8220nochillpaz white kids favorite activities1 calling people niggers on xbox2fucking their pet3 shooting up their school8221,1
slightlyadjusted rt capotoheaven alls niggers wanna do is fuck tweet and drink pineapple soda all day,1
come back hoe katidupree843 httptco1upxvdjjna,0
i got something for your ass keep thinking im pussy,0
rt lila47 vonteeeeee typical coon activity,1
i feel sorry for mexican and asian niggas they got the worse shaped bitches on earth,1
i swear bitches is looney i like a pic amp im fucking that bitch128514128514128514,0
